BASIC INFORMATION / INFORMATIONS DE BASE						
"Let's begin with some basic questions about your language! Please read the question in the column ""QUESTION"" and provide your answer in the column labeled ""Your Answer""
AM	N'EXISTE PAS	AM		There are no standard forms for AM and PM. For this reason, natives Abron speakers adopt the AM and PM when referring to time. It is widely accepted. Alternatively one would use "anɔpa" which means morning.	//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="am"]	dw2-1_XXX
a	N'EXISTE PAS	DOES NOT EXIST		There is no short form of AM, it is always written in full.	//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="am"]	dw2-2_XXX
PM	N'EXISTE PAS	PM		There are no standard forms for AM and PM. For this reason, natives Abron speakers adopt the AM and PM when referring to time. It is widely accepted. Alternatively one would use "awia" which means afternoon.	//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="abbreviated"]/dayPeriod[@type="pm"]	dw2-3_XXX
p	N'EXISTE PAS	DOES NOT EXIST		There is no short form of PM, it is always written in full.	//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="pm"]	dw2-4_XXX
morning	matin	anɔpa			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="morning1"]	dw2-5_XXX
in the morning	le matin	anɔpa			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="morning1"]	dw2-6_XXX
7 in the morning	7 Heures du matin	anɔpa 7				dw2-7_XXX
afternoon	après-midi	awia			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="afternoon1"]	dw2-8_XXX
in the afternoon	de l’après-midi	awia			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="afternoon1"]	dw2-9_XXX
1 in the afternoon	1 Heure de l’après-midi	awia 1				dw2-10_XXX
evening	soir	anwummerɛ			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="evening1"]	dw2-11_XXX
in the evening	du soir	anwummerɛ			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="evening1"]	dw2-12_XXX
9 in the evening	9 Heures du soir	anwummerɛ 9				dw2-13_XXX
night	nuit	anadwo			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="stand-alone"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="night1"]	dw2-14_XXX
at night	la nuit	anadwo			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="narrow"]/dayPeriod[@type="night1"]	dw2-15_XXX
midnight	minuit	anadwo kɔnkɔn			//ldml/dates/calendars/calendar[@type="gregorian"]/dayPeriods/dayPeriodContext[@type="format"]/dayPeriodWidth[@type="wide"]/dayPeriod[@type="midnight"]	dw2-16_XXX
DAYS OF THE WEEK / JOURS DE LA SEMAINE						
In English there are 4 ways to write the days of the week: full form, medium abbreviation, short abbreviation, and shortest abbreviation. Does your language have the same 4 forms? If yes, please enter them in Column B. If your language has LESS than 4 forms, you can leave cells blank or write "DOES NOT HAVE." If your language as MORE than 4 forms, please add them to the bottom, and provide an explanation in the NOTES column, and if so, how do you write them in your language? (See VISUAL EXAMPLES to understand the Abbreviations better.)  En anglais, il existe quatre façons d’écrire les jours de la semaine : forme complète, abréviation moyenne, abréviation courte et abréviation la plus courte. Toutes ces quatre formes existent-elles dans votre langue ? Si oui, veuillez les indiquer dans la colonne B. Si votre langue a MOINS de quatre formes, vous pouvez laisser des cellules vides ou saisir « N’EXISTE PAS ». Si votre langue en a PLUS, veuillez les ajouter en bas et fournir une explication dans la colonne des notes, puis le cas échéant, indiquer comment on les écrit dans votre langue. (Consultez les EXEMPLES VISUELS pour mieux comprendre les types d'abréviations.)                                               						
ENGLISH (FULL-LENGTH FORM)	FRENCH (FULL-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Sunday	Dimanche	Kwasiada				wk-1_XXX
Monday	Lundi	Dwoɔda				wk-2_XXX
Tuesday	Mardi	Benada				wk-3_XXX
Wednesday	Mercredi	Wukuoda				wk-4_XXX
Thursday	Jeudi	Yawoɔda				wk-5_XXX
Friday	Vendredi	Fiada				wk-6_XXX
Saturday	Samedi	Memeneda				wk-7_XXX
ENGLISH (MEDIUM-LENGTH FORM)	FRENCH (MEDIUM-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Sun	Dim	Kwasia				wk-8_XXX
Mon	Lun	Dwoɔ				wk-9_XXX
Tue	Mar	Bena				wk-10_XXX
Wed	Mer	Wukuo				wk-11_XXX
Thur	Jeu	Yawoɔ				wk-12_XXX
Fri	Ven	Fia				wk-13_XXX
Sat	Sam	Memene				wk-14_XXX
ENGLISH (SHORT-LENGTH FORM)	FRENCH (SHORT-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Su	Di	Kw				wk-15_XXX
Mo	Lu	Dw				wk-16_XXX
Tu	Ma	Be				wk-17_XXX
We	Me	Wu				wk-18_XXX
Th	Je	Ya				wk-19_XXX
Fr	Ve	Fi				wk-20_XXX
Sa	Sa	Me				wk-21_XXX
ENGLISH (SHORTEST-LENGTH FORM)	FRENCH (SHORTEST-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
S	D	K				wk-22_XXX
M	L	D				wk-23_XXX
T	M	B				wk-24_XXX
W	M	W				wk-25_XXX
T	J	Y				wk-26_XXX
F	V	F				wk-27_XXX
S	S	M				wk-28_XXX
MONTH WORDS / TERMINOLOGIE DES MOIS						
In English there are 3 ways to write the months of the year: full form, medium abbreviation, and shortest abbreviation. Does your language have the same 3 forms? If yes, please enter them in Column B. If your language has LESS than 3 forms, you can leave cells blank or write "DOES NOT HAVE." If your language as MORE than 3 forms, please add them to the bottom, and provide an explanation in the NOTES column, and if so, how do you write them in your language? (See VISUAL EXAMPLES to understand the Abbreviations better.) En anglais, il existe trois façons d’écrire les mois de l’année : forme complète, abréviation moyenne et abréviation la plus courte. Votre langue utilise-t-elle aussi ces trois formes ? Si oui, veuillez les indiquer dans la colonne B. Si votre langue a MOINS de trois formes, vous pouvez laisser des cellules vides ou saisir « N’EXISTE PAS ». Si votre langue en a PLUS, veuillez les ajouter en bas et fournir une explication dans la colonne des notes. (Consultez les EXEMPLES VISUELS pour mieux comprendre les abréviations.)						
ENGLISH (FULL-LENGTH FORM)	FRENCH (FULL-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
January	Janvier	Ɔpɛpɔn				mw-1_XXX
February	Février	Ogyefuo				mw-2_XXX
March	Mars	Ɔbɛnem				mw-3_XXX
April	Avril	Oforinsuo				mw-4_XXX
May	Mai	Kɔtɔnima				mw-5_XXX
June	Juin	Ayɛwohomumɔ				mw-6_XXX
July	Juillet	Kitawonsa				mw-7_XXX
August	Août	Ɔsanaa				mw-8_XXX
September	Septembre	Ɛbɔ				mw-9_XXX
October	Octobre	Ahinime				mw-10_XXX
November	Novembre	Obubuo				mw-11_XXX
December	Décembre	Ɔpɛnima				mw-12_XXX
ENGLISH (MEDIUM-LENGTH FORM)	FRENCH (MEDIUM-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
Jan	Janv.	Ɔpɛ				mw-13_XXX
Feb	Févr.	Ogy				mw-14_XXX
Mar	Mars	Ɔbɛ				mw-15_XXX
Apr	Avr.	Ofo				mw-16_XXX
May	Mai	Kɔt				mw-17_XXX
Jun	Juin	Ayɛ				mw-18_XXX
Jul	Juil.	Kit				mw-19_XXX
Aug	Auôt	Ɔsa				mw-20_XXX
Sep	Sept.	Ɛbɔ				mw-21_XXX
Oct	Oct.	Ahi				mw-22_XXX
Nov	Nov.	Obu				mw-23_XXX
Dec	Déc.	Ɔpɛ				mw-24_XXX
ENGLISH (SHORTEST-LENGTH FORM)	FRENCH (SHORTEST-LENGTH FORM)	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
J	J	p		Lowercase used since it's not the first letter of the word, but the letter used for the abbreviation		mw-25_XXX
F	F	g		Lowercase used since it's not the first letter of the word, but the letter used for the abbreviation		mw-26_XXX
M	M	b		Lowercase used since it's not the first letter of the word, but the letter used for the abbreviation		mw-27_XXX
A	A	f		Lowercase used since it's not the first letter of the word, but the letter used for the abbreviation		mw-28_XXX
M	M	K				mw-29_XXX
J	J	A				mw-30_XXX
J	J	K				mw-31_XXX
A	A	s		Lowercase used since it's not the first letter of the word, but the letter used for the abbreviation		mw-32_XXX
S	S	Ɛ				mw-33_XXX
O	O	h		Lowercase used since it's not the first letter of the word, but the letter used for the abbreviation		mw-34_XXX
N	N	o		Lowercase used since it's not the first letter of the word, but the letter used for the abbreviation		mw-35_XXX
D	D	Ɔ				mw-36_XXX
HOURS / HEURES						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
3:00 PM	15 h 00	3:00 PM		Time can be written in figures in Abron.		hr-1_XXX
10:48	10:48	10:48				hr-2_XXX
16:12	16:12	16:12				hr-3_XXX
9:41 AM	9 h 41	9:41 AM				hr-4_XXX
16:14:24	16:14:24	16:14:24				hr-5_XXX
8:04:41	8:04:41	8:04:41				hr-6_XXX
11:30 PM GMT	23 h 30 GMT	11:30 PM GMT		There is no word for GMT in Abron so we borrow from English and write it as it is.		hr-7_XXX
RELATIVE TIME / TEMPS RELATIF						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
last month	Mois dernier	bosome a atwaa mu			//ldml/dates/fields/field[@type="month"]/relative[@type="-1"]	rt-1_XXX
last week	La semaine dernière	naawɔtwe a atwaa mu			//ldml/dates/fields/field[@type="week"]/relative[@type="-1"]	rt-2_XXX
yesterday	Hier	nnora			//ldml/dates/fields/field[@type="day"]/relative[@type="-1"]	rt-3_XXX
last year	L'année dernière	afe a atwaa mu			//ldml/dates/fields/field[@type="year"]/relative[@type="-1"]	rt-4_XXX
this month	Ce mois-ci	bosome yei			//ldml/dates/fields/field[@type="month"]/relative[@type="0"]	rt-5_XXX
this week	Cette semaine	nnawɔtwe yei			//ldml/dates/fields/field[@type="week"]/relative[@type="0"]	rt-6_XXX
today	Aujourd'hui	ɛnɛ			//ldml/dates/fields/field[@type="day"]/relative[@type="0"]	rt-7_XXX
this year	Cette année	afe yei			//ldml/dates/fields/field[@type="year"]/relative[@type="0"]	rt-8_XXX
tomorrow	Demain	ɔkyena			//ldml/dates/fields/field[@type="day"]/relative[@type="1"]	rt-9_XXX
next month	Le mois prochain	bosome a ɛreba			//ldml/dates/fields/field[@type="month"]/relative[@type="1"]	rt-10_XXX
next week	La semaine prochaine	nnawɔtwe a ɛreba			//ldml/dates/fields/field[@type="week"]/relative[@type="1"]	rt-11_XXX
next year	L'année prochaine	afe a ɛreba			//ldml/dates/fields/field[@type="year"]/relative[@type="1"]	rt-12_XXX
TIME INTERVALS / INTERVALLES DE TEMPS						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
3 PM - 4 PM	15 h 00–16 h 00	3 PM - 4 PM		Time is not written out in text. In can be written using digits. Also, In conversation, we make use of PM and AM; hence, the translation remain the same	//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="h"]/greatestDifference[@id="a"]	ti-1_XXX
3 - 4 PM	15–16 h	3 - 4 PM			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="h"]/greatestDifference[@id="h"]	ti-2_XXX
3:00 PM – 4:00 PM	15 h 00–16 h 00	3:00 PM – 4:00 PM			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hm"]/greatestDifference[@id="a"]	ti-3_XXX
3:00–4:00 PM	15 h 00–16 h 00	3:00–4:00 PM			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hm"]/greatestDifference[@id="h"]	ti-4_XXX
3:00–3:15 PM	15 h 00–15 h 15	3:00–3:15 PM			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hm"]/greatestDifference[@id="m"]	ti-5_XXX
10:00 AM – 2:00 PM PT	10 h 00–14 h 00 PT	1:00–2:00 PM PT			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="a"]	ti-6_XXX
1:00–2:00 PM PT	13 h 00–14 h 00 PT	1:00–2:00 PM PT			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="h"]	ti-7_XXX
1:00–1:15 PM PT	13 h 00–13 h 15 PT	1:00–1:15 PM PT			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hmv"]/greatestDifference[@id="m"]	ti-8_XXX
10 AM – 2 PM PT	10 h 00–14 h 00 PT	10 AM – 2 PM PT			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hv"]/greatestDifference[@id="a"]	ti-9_XXX
1–2 PM PT	13–14 h PT	1–2 PM PT			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="hv"]/greatestDifference[@id="h"]	ti-10_XXX
14:00–15:00 PT	14 h 00–15 h PT	14:00–15:00 PT			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hmv"]/greatestDifference[@id="H"]	ti-11_XXX
14:00–14:15 PT	14 h 00–14 h 15 PT	14:00–14:15 PT			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hmv"]/greatestDifference[@id="m"]	ti-12_XXX
14–15 PT	14–15 h PT	14–15			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hv"]/greatestDifference[@id="H"]	ti-13_XXX
14–15	14–15	14–15			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="H"]/greatestDifference[@id="H"]	ti-14_XXX
14:00–14:15	14 h 00–14 h 15	14:00–14:15			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hm"]/greatestDifference[@id="m"]	ti-15_XXX
14:00–15:00	14 h 00–15 h 00	14:00–15:00			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Hm"]/greatestDifference[@id="H"]	ti-16_XXX
10 AM – 2 PM	10 h 00–14 h 00	10 AM – 2 PM			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="h"]/greatestDifference[@id="a"]	ti-17_XXX
1–2 PM	13–14 h	1–2 PM			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="h"]/greatestDifference[@id="h"]	ti-18_XXX
10:00 AM – 2:00 PM	10 h 00–14 h 00	3:00–4:00 PM				ti-19_XXX
3:00–4:00 PM	15 h 00–16 h 00	3:00–4:00 PM				ti-20_XXX
3:00–3:15 PM	15 h 00–15 h 15	3:00–3:15 PM				ti-21_XXX
10:00 AM – 2:00 PM PT	10 h 00–14 h 00 PT	10:00 AM – 2:00 PM PT				ti-22_XXX
1:00–2:00 PM PT	13 h 00–14 h 00 PT	1:00–2:00 PM PT				ti-23_XXX
1:00–1:15 PM PT	13 h 00–13 h 15 PT	1:00–1:15 PM PT				ti-24_XXX
10 AM – 2 PM PT	10 h 00–14 h 00 PT	10 AM – 2 PM PT				ti-25_XXX
1–2 PM PT	13–14 h PT	10 AM – 2 PM PT				ti-26_XXX
14–15	14–15	14–15				ti-27_XXX
14:00–15:00	14 h 00–15 h 00	14:00–15:00				ti-28_XXX
14:00–14:15	14 h 00–14 h 15	14:00–14:15				ti-29_XXX
14:00–15:00 PT	14 h 00–15 h 00 PT	14:00–15:00 PT				ti-30_XXX
14:00–14:15 PT	14 h 00–14 h 15 PT	14:00–14:15 PT				ti-31_XXX
14–15 PT	14–15 h PT	14–15 PT				ti-32_XXX
DATE COMBINATIONS AND INTERVALS / COMBINAISONS ET INTERVALLES DE DATES						
ENGLISH	FRENCH	TRANSLATION IN YOUR LANGUAGE	VISUAL EXAMPLE	NOTES BY TRANSLATOR (IF NECESSARY)	XPATH (Ignore/For Reference Only)	
2024 – Week 17	2024 – Semaine 17	2024 – Nnawɔtwe 17		When translating in formats like these, the year is always written in figures	//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yw"][@count="other"]	dc-1_XXX
2024 – Week 1	2024 – Semaine 1	2024 – Nnawɔtwe 1			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yw"][@count="one"]	dc-2_XXX
April 2024	Avril 2024	Oforinsuo 2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMMMM"]	dc-3_XXX
Apr 2024	Avr. 2024	Ofo 2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMMM"]	dc-4_XXX
4/2024	4/2024	4/2024				dc-5_XXX
04/2024	04/2024	4/2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yM"]	dc-6_XXX
Tue, Apr 23, 2024	Mar 23 avr. 2024	Bena, Ofo 23, 2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMMMEd"]	dc-7_XXX
Apr 23, 2024	23 Avr. 2024	Ofo 23, 2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMMMd"]	dc-8_XXX
4/23/2024	23/04/2024	4/2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMd"]	dc-9_XXX
2024	2024	7/1905			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="yMEd"]	dc-10_XXX
2024 – 2027	2024–2027	2024 – 2027			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="y"]	dc-11_XXX
April 2024 – May 2024	Avril 2024–Mai 2024	Oforinsuo 2024 – Kɔtɔnima 2024			//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMM"]/greatestDifference[@id="y"]	dc-12_XXX
