LARGE NUMBERS				
In English, one way to write out the four-digit number 1000 is "1 thousand." A way to write 1500 is "1.5 thousand". Please provide translations of the following six abbreviations.				
In English, the SHORTEST abbreviation of the six-digit number 134000 is 134K. The SHORTEST abbreviation of 134700 is 134.7K. Please provide the SHORTEST abbreviation in your language of the following numbers				
Full Number	English Abbreviation	Abbreviation in YOUR Language	NOTES BY TRANSLATOR (IF NECESSARY)	Xpath (IGnore)
134,000	134K	134K		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000"][@count="one"]
278,000	278K	278K		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000"][@count="one"]
134,700	134.7K	134.7K		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000"][@count="other"]
278,100	278.1K	278.1K		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000"][@count="other"]
In English, the abbreviation of the seven-digit number 1000000 is 1M. The abbreviation of 1100000 is 1.1M. Please provide the SHORTEST abbreviation in your language of the following numbers				
Full Number	English Abbreviation	Abbreviation in YOUR Language	NOTES BY TRANSLATOR (IF NECESSARY)	Xpath (IGnore)
1,000,000	1M	1M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000"][@count="one"]
5,000,000	5M	5M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000"][@count="one"]
1,100,000	1.1M	1.1M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000"][@count="other"]
5,700,000	5.7M	5.7M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000"][@count="other"]
In English, the SHORTEST abbreviation of the eight-digit number 11000000 is 11M. The SHORTEST abbreviation of 11500000 is 11.5M. Please provide the SHORTEST abbreviation in your language of the following numbers				
Full Number	English Abbreviation	Abbreviation in YOUR Language	NOTES BY TRANSLATOR (IF NECESSARY)	Xpath (IGnore)
11,000,000	11M	11M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000"][@count="one"]
57,000,000	57M	57M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000"][@count="one"]
11,500,000	11.5M	11.5M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000"][@count="other"]
57,700,000	57.7M	57.7M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000"][@count="other"]
In English, the SHORTEST abbreviation of the nine-digit number 134000000 is 134M. The SHORTEST abbreviation of 134700000 is 134.7M. Please provide the SHORTEST abbreviation in your language of the following numbers				
Full Number	English Abbreviation	Abbreviation in YOUR Language	NOTES BY TRANSLATOR (IF NECESSARY)	Xpath (IGnore)
134,000,000	134M	134M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000"][@count="one"]
317,000,000	317M	317M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000"][@count="one"]
134,700,000	134.7M	134.7M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000"][@count="other"]
317,900,000	317.9M	317.9M		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000"][@count="other"]
Now that you see the pattern, lease provide the SHORTEST abbreviation in your language of the following numbers.				
Full Number	English Abbreviation	Abbreviation in YOUR Language	NOTES BY TRANSLATOR (IF NECESSARY)	Xpath (IGnore)
1,000,000,000	1B	1B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000"][@count="one"]
4,000,000,000	4B	4B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000"][@count="one"]
1,200,000,000	1.2B	1.2B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000"][@count="other"]
4,700,000,000	4.7B	4.7B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000"][@count="other"]
11,000,000,000	11B	11B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000"][@count="one"]
39,000,000,000	39B	39B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000"][@count="one"]
11,200,000,000	11.2B	11.2B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000"][@count="other"]
39,900,000,000	39.9B	39.9B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000"][@count="other"]
134,000,000,000	134B	134B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000"][@count="one"]
623,000,000,000	623B	623B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000"][@count="one"]
134,700,000,000	134.7B	134.7B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000"][@count="other"]
623,500,000,000	623.5B	623.5B		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000"][@count="other"]
1,000,000,000,000	1T	1T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000000"][@count="one"]
4,000,000,000,000	4T	4T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000000"][@count="one"]
1,700,000,000,000	1.7T	1.7T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000000"][@count="other"]
4,200,000,000,000	4.2T	4.2T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000000"][@count="other"]
17,000,000,000,000	17T	17T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000000"][@count="one"]
42,000,000,000,000	42T	42T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000000"][@count="one"]
17,800,000,000,000	17.8T	17.8T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000000"][@count="other"]
42,300,000,000,000	42.3T	42.3T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000000"][@count="other"]
170,000,000,000,000	170T	170T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000000"][@count="one"]
420,000,000,000,000	420T	420T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000000"][@count="one"]
170,900,000,000,000	170.9T	170.9T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000000"][@count="other"]
420,500,000,000,000	420.5T	420.5T		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000000"][@count="other"]
TIMEZONES and GEOGRAPHIC NAMES (Africa)				
Original (English)	Original (French)	Translation	NOTES BY TRANSLATOR (IF NECESSARY)	XPath (Ignore)
Central Africa Time	heure normale d’Afrique centrale	Central Africa Time		//ldml/dates/timeZoneNames/metazone[@type="Africa_Central"]/long/standard
East Africa Time	heure normale d’Afrique de l’Est	East Africa Time		//ldml/dates/timeZoneNames/metazone[@type="Africa_Eastern"]/long/standard
South Africa Standard Time	heure normale d’Afrique méridionale	South Africa Standard Time		//ldml/dates/timeZoneNames/metazone[@type="Africa_Southern"]/long/standard
West Africa Summer Time	heure d’été d’Afrique de l’Ouest	West Africa Summer Time		//ldml/dates/timeZoneNames/metazone[@type="Africa_Western"]/long/daylight
West Africa Time	heure d’Afrique de l’Ouest	West Africa Time		//ldml/dates/timeZoneNames/metazone[@type="Africa_Western"]/long/generic
West Africa Standard Time	heure normale d’Afrique de l’Ouest	West Africa Standard Time		//ldml/dates/timeZoneNames/metazone[@type="Africa_Western"]/long/standard
Abidjan	Abidjan	Abidjan		//ldml/dates/timeZoneNames/zone[@type="Africa/Abidjan"]/exemplarCity
Accra	Accra	Accra		//ldml/dates/timeZoneNames/zone[@type="Africa/Accra"]/exemplarCity
Addis Ababa	Addis-Abeba	Addis Ababa		//ldml/dates/timeZoneNames/zone[@type="Africa/Addis_Ababa"]/exemplarCity
Algiers	Alger	Algiers		//ldml/dates/timeZoneNames/zone[@type="Africa/Algiers"]/exemplarCity
Asmara	Asmara	Asmara		//ldml/dates/timeZoneNames/zone[@type="Africa/Asmera"]/exemplarCity
Bamako	Bamako	Bamako		//ldml/dates/timeZoneNames/zone[@type="Africa/Bamako"]/exemplarCity
Bangui	Bangui	Bangui		//ldml/dates/timeZoneNames/zone[@type="Africa/Bangui"]/exemplarCity
Banjul	Banjul	Banjul		//ldml/dates/timeZoneNames/zone[@type="Africa/Banjul"]/exemplarCity
Bissau	Bissau	Bissau		//ldml/dates/timeZoneNames/zone[@type="Africa/Bissau"]/exemplarCity
Blantyre	Blantyre	Blantyre		//ldml/dates/timeZoneNames/zone[@type="Africa/Blantyre"]/exemplarCity
Brazzaville	Brazzaville	Brazzaville		//ldml/dates/timeZoneNames/zone[@type="Africa/Brazzaville"]/exemplarCity
Bujumbura	Bujumbura	Bujumbura		//ldml/dates/timeZoneNames/zone[@type="Africa/Bujumbura"]/exemplarCity
Cairo	Le Caire	Cairo		//ldml/dates/timeZoneNames/zone[@type="Africa/Cairo"]/exemplarCity
Casablanca	Casablanca	Casablanca		//ldml/dates/timeZoneNames/zone[@type="Africa/Casablanca"]/exemplarCity
Conakry	Conakry	Conakry		//ldml/dates/timeZoneNames/zone[@type="Africa/Conakry"]/exemplarCity
Dakar	Dakar	Dakar		//ldml/dates/timeZoneNames/zone[@type="Africa/Dakar"]/exemplarCity
Dar es Salaam	Dar es Salaam	Dar es Salaam		//ldml/dates/timeZoneNames/zone[@type="Africa/Dar_es_Salaam"]/exemplarCity
Djibouti	Djibouti	Djibouti		//ldml/dates/timeZoneNames/zone[@type="Africa/Djibouti"]/exemplarCity
Douala	Douala	Douala		//ldml/dates/timeZoneNames/zone[@type="Africa/Douala"]/exemplarCity
El Aaiun	Laâyoune	El Aaiun		//ldml/dates/timeZoneNames/zone[@type="Africa/El_Aaiun"]/exemplarCity
Freetown	Freetown	Freetown		//ldml/dates/timeZoneNames/zone[@type="Africa/Freetown"]/exemplarCity
Gaborone	Gaborone	Gaborone		//ldml/dates/timeZoneNames/zone[@type="Africa/Gaborone"]/exemplarCity
Harare	Harare	Harare		//ldml/dates/timeZoneNames/zone[@type="Africa/Harare"]/exemplarCity
Johannesburg	Johannesburg	Johannesburg		//ldml/dates/timeZoneNames/zone[@type="Africa/Johannesburg"]/exemplarCity
Juba	Juba	Juba		//ldml/dates/timeZoneNames/zone[@type="Africa/Juba"]/exemplarCity
Kampala	Kampala	Kampala		//ldml/dates/timeZoneNames/zone[@type="Africa/Kampala"]/exemplarCity
Khartoum	Khartoum	Khartoum		//ldml/dates/timeZoneNames/zone[@type="Africa/Khartoum"]/exemplarCity
Kigali	Kigali	Kigali		//ldml/dates/timeZoneNames/zone[@type="Africa/Kigali"]/exemplarCity
Kinshasa	Kinshasa	Kinshasa		//ldml/dates/timeZoneNames/zone[@type="Africa/Kinshasa"]/exemplarCity
Lagos	Lagos	Lagos		//ldml/dates/timeZoneNames/zone[@type="Africa/Lagos"]/exemplarCity
Libreville	Libreville	Libreville		//ldml/dates/timeZoneNames/zone[@type="Africa/Libreville"]/exemplarCity
Lome	Lomé	Lome		//ldml/dates/timeZoneNames/zone[@type="Africa/Lome"]/exemplarCity
Luanda	Luanda	Luanda		//ldml/dates/timeZoneNames/zone[@type="Africa/Luanda"]/exemplarCity
Lubumbashi	Lubumbashi	Lubumbashi		//ldml/dates/timeZoneNames/zone[@type="Africa/Lubumbashi"]/exemplarCity
Lusaka	Lusaka	Lusaka		//ldml/dates/timeZoneNames/zone[@type="Africa/Lusaka"]/exemplarCity
Malabo	Malabo	Malabo		//ldml/dates/timeZoneNames/zone[@type="Africa/Malabo"]/exemplarCity
Maputo	Maputo	Maputo		//ldml/dates/timeZoneNames/zone[@type="Africa/Maputo"]/exemplarCity
Maseru	Maseru	Maseru		//ldml/dates/timeZoneNames/zone[@type="Africa/Maseru"]/exemplarCity
Mbabane	Mbabane	Mbabane		//ldml/dates/timeZoneNames/zone[@type="Africa/Mbabane"]/exemplarCity
Mogadishu	Mogadiscio	Mogadishu		//ldml/dates/timeZoneNames/zone[@type="Africa/Mogadishu"]/exemplarCity
Monrovia	Monrovia	Monrovia		//ldml/dates/timeZoneNames/zone[@type="Africa/Monrovia"]/exemplarCity
Nairobi	Nairobi	Nairobi		//ldml/dates/timeZoneNames/zone[@type="Africa/Nairobi"]/exemplarCity
Ndjamena	N’Djamena	Ndjamena		//ldml/dates/timeZoneNames/zone[@type="Africa/Ndjamena"]/exemplarCity
Niamey	Niamey	Niamey		//ldml/dates/timeZoneNames/zone[@type="Africa/Niamey"]/exemplarCity
Nouakchott	Nouakchott	Nouakchott		//ldml/dates/timeZoneNames/zone[@type="Africa/Nouakchott"]/exemplarCity
Ouagadougou	Ouagadougou	Ouagadougou		//ldml/dates/timeZoneNames/zone[@type="Africa/Ouagadougou"]/exemplarCity
Porto-Novo	Porto-Novo	Porto-Novo		//ldml/dates/timeZoneNames/zone[@type="Africa/Porto-Novo"]/exemplarCity
São Tomé	São Tomé	São Tomé		//ldml/dates/timeZoneNames/zone[@type="Africa/Sao_Tome"]/exemplarCity
Tripoli	Tripoli (Libye)	Tripoli		//ldml/dates/timeZoneNames/zone[@type="Africa/Tripoli"]/exemplarCity
Tunis	Tunis	Tunis		//ldml/dates/timeZoneNames/zone[@type="Africa/Tunis"]/exemplarCity
Windhoek	Windhoek	Windhoek		//ldml/dates/timeZoneNames/zone[@type="Africa/Windhoek"]/exemplarCity
Ceuta	Ceuta	Ceuta		//ldml/dates/timeZoneNames/zone[@type="Africa/Ceuta"]/exemplarCity
time zone	fuseau horaire	time zone		//ldml/dates/fields/field[@type="zone"]/displayName
GEOGRAPHIC NAMES		GEOGRAPHIC NAMES		
Original (English)	Original (French)	Original (English)	NOTES BY TRANSLATOR (IF NECESSARY)	XPath (Ignore)
Western Africa	Afrique occidentale	Western Africa		//ldml/localeDisplayNames/territories/territory[@type="011"]
Eastern Africa	Afrique orientale	Eastern Africa		//ldml/localeDisplayNames/territories/territory[@type="014"]
Northern Africa	Afrique septentrionale	Northern Africa		//ldml/localeDisplayNames/territories/territory[@type="015"]
Middle Africa	Afrique centrale	Middle Africa		//ldml/localeDisplayNames/territories/territory[@type="017"]
Southern Africa	Afrique australe	Southern Africa		//ldml/localeDisplayNames/territories/territory[@type="018"]
Sub-Saharan Africa	Afrique subsaharienne	Sub-Saharan Africa		//ldml/localeDisplayNames/territories/territory[@type="202"]
Central America	Amérique centrale	Central America		//ldml/localeDisplayNames/territories/territory[@type="013"]
Northern America	Amérique septentrionale	Northern America		//ldml/localeDisplayNames/territories/territory[@type="021"]
Caribbean	Caraïbes	Caribbean		//ldml/localeDisplayNames/territories/territory[@type="029"]
North America	Amérique du Nord	North America		//ldml/localeDisplayNames/territories/territory[@type="003"]
Latin America	Amérique latine	Latin America		//ldml/localeDisplayNames/territories/territory[@type="419"]
South America	Amérique du Sud	South America		//ldml/localeDisplayNames/territories/territory[@type="005"]
Central Asia	Asie centrale	Central Asia		//ldml/localeDisplayNames/territories/territory[@type="143"]
Western Asia	Asie de l’Ouest	Western Asia		//ldml/localeDisplayNames/territories/territory[@type="145"]
Eastern Asia	Asie de l’Est	Eastern Asia		//ldml/localeDisplayNames/territories/territory[@type="030"]
Southern Asia	Asie du Sud	Southern Asia		//ldml/localeDisplayNames/territories/territory[@type="034"]
Southeast Asia	Asie du Sud-Est	Southeast Asia		//ldml/localeDisplayNames/territories/territory[@type="035"]
Eastern Europe	Europe de l’Est	Eastern Europe		//ldml/localeDisplayNames/territories/territory[@type="151"]
Northern Europe	Europe du Nord	Northern Europe		//ldml/localeDisplayNames/territories/territory[@type="154"]
Western Europe	Europe de l’Ouest	Western Europe		//ldml/localeDisplayNames/territories/territory[@type="155"]
Southern Europe	Europe du Sud	Southern Europe		//ldml/localeDisplayNames/territories/territory[@type="039"]
Australasia	Australasie	Australasia		//ldml/localeDisplayNames/territories/territory[@type="053"]
Melanesia	Mélanésie	Melanesia		//ldml/localeDisplayNames/territories/territory[@type="054"]
Micronesian Region	région micronésienne	Micronesian Region		//ldml/localeDisplayNames/territories/territory[@type="057"]
world	Monde	world		//ldml/localeDisplayNames/territories/territory[@type="001"]
Asia	Asie	Asia		//ldml/localeDisplayNames/territories/territory[@type="142"]
Europe	Europe	Europe		//ldml/localeDisplayNames/territories/territory[@type="150"]
Americas	Amériques	Americas		//ldml/localeDisplayNames/territories/territory[@type="019"]
Africa	Afrique	Africa		//ldml/localeDisplayNames/territories/territory[@type="002"]
Oceania	Océanie	Oceania		//ldml/localeDisplayNames/territories/territory[@type="009"]
European Union	Union européenne	European Union		//ldml/localeDisplayNames/territories/territory[@type="EU"]
Eurozone	zone euro	Eurozone		//ldml/localeDisplayNames/territories/territory[@type="EZ"]
United Nations	Nations Unies	United Nations		//ldml/localeDisplayNames/territories/territory[@type="UN"]
UN	ONU	UN		//ldml/localeDisplayNames/territories/territory[@type="UN"][@alt="short"]
CURRENCIES (African + Major Global Currencies)				
"Imagine you're using an online marketplace like Alibaba or Jumia, buying and selling items from/to the Middle East, Asia, Europe, or elsewhere. You need to see the prices listed in African currencies + major Global currencies, translated in your language. Please provide a translation of each of the currencies listed here. 

For example: You're about to buy something from a seller in South Africa, and the price-per-unit is ""1 South African rand"". How would you write ""1 South African rand"" in your language? What if the price is ""5 South African rand"". How would you write ""5 South African rand"" in your language? 

Also, the ABBREVIATED word for ""South African Rand"" is ""ZAR"" and the SYMBOL for the currency is R. How would you write ZAR and R in your language? Would you write them the same way? Or would you write them in a different way in your language? "				
ENGLISH	FOR REFERENCE ONLY (Where the Currency Comes From)	Translation	NOTES BY TRANSLATOR (IF NECESSARY)	XPath (IGNORE)
Burundian Franc	Eastern Africa: Burundi	Burundian Franc		//ldml/numbers/currencies/currency[@type="BIF"]/displayName
1 Burundian franc	Eastern Africa: Burundi	1 Burundian franc		//ldml/numbers/currencies/currency[@type="BIF"]/displayName[@count="one"]
2 Burundian francs	Eastern Africa: Burundi	2 Burundian francs		//ldml/numbers/currencies/currency[@type="BIF"]/displayName[@count="other"]
BIF	Eastern Africa: Burundi	BIF		//ldml/numbers/currencies/currency[@type="BIF"]/symbol
Comorian Franc	Eastern Africa: Comoros	Comorian Franc		//ldml/numbers/currencies/currency[@type="KMF"]/displayName
1 Comorian franc	Eastern Africa: Comoros	1 Comorian franc		//ldml/numbers/currencies/currency[@type="KMF"]/displayName[@count="one"]
2 Comorian francs	Eastern Africa: Comoros	2 Comorian francs		//ldml/numbers/currencies/currency[@type="KMF"]/displayName[@count="other"]
KMF	Eastern Africa: Comoros	KMF		//ldml/numbers/currencies/currency[@type="KMF"]/symbol
CF	Eastern Africa: Comoros	CF		//ldml/numbers/currencies/currency[@type="KMF"]/symbol[@alt="narrow"]
Djiboutian Franc	Eastern Africa: Djibouti	Djiboutian Franc		//ldml/numbers/currencies/currency[@type="DJF"]/displayName
1 Djiboutian franc	Eastern Africa: Djibouti	1 Djiboutian franc		//ldml/numbers/currencies/currency[@type="DJF"]/displayName[@count="one"]
2 Djiboutian francs	Eastern Africa: Djibouti	2 Djiboutian francs		//ldml/numbers/currencies/currency[@type="DJF"]/displayName[@count="other"]
