NUMERICAL SYSTEMS / SYSTÈMES NUMÉRIQUES					
"Even if you don’t use Tibetan Digits or Greek Numerals, it’s important to include local translations of these systems. Imagine a tech incubator in your city building a smartphone app for a global audience. When users choose number formats, every option should appear clearly in your language—just like they do in English or French. This shows professionalism, helps with accessibility, and prepares local developers to build inclusive, world-class apps that serve users from all cultures and language backgrounds.
Ol Chiki Digits	chiffres ol-chikis		Ol Chiki Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="olck"]
Native Digits	chiffres natifs		Akenkan Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="native"]
Myanmar Digits	chiffres birmans		Myanmar Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="mymr"]
Meetei Mayek Digits	chiffres meitei-mayeks		Meetei Mayek Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="mtei"]
Malayalam Digits	chiffres malayâlams		Malayalam Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="mlym"]
Western Digits	chiffres occidentaux		Nkramo Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="latn"]
Lao Digits	chiffres laotiens		Lao Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="laoo"]
Kannada Digits	chiffres en kannada		Kannada Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="knda"]
Khmer Digits	chiffres khmers		Khmer Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="khmr"]
Japanese Financial Numerals	chiffres japonais financiers		Japan Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="jpanfin"]
Japanese Numerals	chiffres japonais		Japan Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="jpan"]
Javanese Digits	chiffres javanais		Javan Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="java"]
Hebrew Numerals	chiffres hébreux		Hebrew Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="hebr"]
Traditional Chinese Financial Numerals	chiffres financiers en chinois traditionnel		China Tete Sikasɛm mu Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="hantfin"]
Traditional Chinese Numerals	chiffres en chinois traditionnel		ChinaTete Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="hant"]
Simplified Chinese Financial Numerals	chiffres financiers en chinois simplifié		China Sikasɛm mu Numɛse a Yɛtwa so Tia		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="hansfin"]
Simplified Chinese Numerals	chiffres en chinois simplifié		China Numɛse a Yɛtwa so Tia		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="hans"]
Chinese Decimal Numerals	nombres décimaux chinois		China Dɛsima Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="hanidec"]
Gurmukhi Digits	chiffres gourmoukhîs		Gurmukhi Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="guru"]
Gujarati Digits	chiffres goudjarâtîs		Gujarati Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="gujr"]
Greek Lowercase Numerals	chiffres grecs minuscules		Greek Numɛse a ɛwɔ atwedeɛ nketewa mu		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="greklow"]
Greek Numerals	chiffres grecs		Greek Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="grek"]
Georgian Numerals	chiffres géorgiens		Georgian Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="geor"]
Full-Width Digits	chiffres pleine chasse		Numɛse a ɛmu terɛ		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="fullwide"]
Ethiopic Numerals	chiffres éthiopiens		Ethiopia Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="ethi"]
Devanagari Digits	chiffres dévanagaris		Devanagari Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="deva"]
Chakma Digits	chiffres chakmas		Chakma Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="cakm"]
Bangla Digits	chiffres bengalis		Bangla Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="beng"]
Armenian Lowercase Numerals	chiffres arméniens minuscules		Armenia ɛwɔ atwedeɛ nketewa mu		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="armnlow"]
Armenian Numerals	chiffres arméniens		Armenia Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="armn"]
Extended Arabic-Indic Digits	chiffres arabes étendus		Arab-India Numɛse a Yɛterɛ Mu		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="arabext"]
Arabic-Indic Digits	chiffres arabes		Arabia-India Numɛse		//ldml/localeDisplayNames/types/type[@key="numbers"][@type="arab"]
LARGE NUMBERS / GRANDS NOMBRES					
"In English, one way to write out the four-digit number 1000 is ""1 thousand."" A way to write 1500 is ""1.5 thousand"". Please provide translations of the following six abbreviations.
En anglais, une façon d’écrire le nombre à quatre chiffres 1000 est « 1 thousand ». Une manière d’écrire 1500 est « 1.5 thousand ». Veuillez fournir les traductions des six abréviations suivantes."					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	
1000	1 thousand	Mille	Apem 1	"Apem" stands for thousand singular	
2000	2 thousand	2 Mille	Mpem 2	"Mpem" stands for thousands plural	
1500	1.5 thousand	1,5 Mille	Mpem 1.5		
2300	2.3 thousand	2,3 Mille	Mpem 2.3		
10000	10 thousand	10 Mille	Mpem 10		
43000	43 thousand	43 Mille	Mpem 43		
10500	10.5 thousand	10,5 Mille	Mpem 10.5		
437000	43.7 thousand	43,7 Mille	Mpem 43.7		
134000	134 thousand	134 Mille	Mpem 134		
278000	278 thousand	278 Mille	Mpem 278		
134700	134.7 thousand	134,7 Mille	Mpem 134.7		
278100	278.1 thousand	278,1 Mille	Mpem 278.1		
1000000	1 million	1 Million	Ɔpepem 1	In ABRON,  "Ɔpepem" means millions and when it reaches different levels of millions, another "pe" is added.	
5000000	5 million	5 Millions	Ɔpepem 5		
1100000	1.1 million	1,1 Million	Ɔpepem 1.1		
5700000	5.7 million	5,7 Millions	Ɔpepem 5.7		
11000000	11 million	11 Millions	Ɔpepem 11		
57000000	57 million	57 Millions	Ɔpepem 57		
11500000	11.5 million	11,5 Millions	Ɔpepem 11.5		
57700000	57.7 million	57,7 Millions	Ɔpepem 57.7		
134000000	134 million	134 Millions	Ɔpepem 134		
317000000	317 million	317 Millions	Ɔpepem 317		
134700000	134.7 million	134,7 Millions	Ɔpepem 134.7		
317900000	317.9 million	317,9 Millions	Ɔpepem 317.9		
1000000000	1 billion	1 Milliard	Ɔpepepem 1	So here since we are talking in billions, another "pe" was added to the "Ɔpepem" to makea "Ɔpepepem".	
4000000000	4 billion	4 Milliards	Ɔpepepem 4		
1200000000	1.2 billion	1,2 Milliard	Ɔpepepem 1.2		
4700000000	4.7 billion	4,7 Milliards	Ɔpepepem 4.7		
11000000000	11 billion	11 Milliards	Ɔpepepem 11		
39000000000	39 billion	39 Milliards	Ɔpepepem 39		
11200000000	11.2 billion	11,2 Milliards	Ɔpepepem 11.2		
39900000000	39.9 billion	39,9 Milliards	ɔpepepem 39.9		
134000000000	134 billion	134 Milliards	ɔpepepem 134		
623000000000	623 billion	623 Milliards	ɔpepepem 623		
134700000000	134.7 billion	134,7 Milliards	ɔpepepem 134.7		
623500000000	623.5 billion	623,5 Milliards	ɔpepepem 623.5		
1000000000000	1 trillion	1 000 Milliards	Ɔpepepempem 1	And so it goes on, the more the level of million increases the more "pe" is added. 	
4000000000000	4 trillion	4 000 Milliards	Ɔpepepempem 4		
1700000000000	1.7 trillion	1 700 Milliards	Ɔpepepempem 1.7		
4200000000000	4.2 trillion	4 200 Milliards	Ɔpepepempem 4.2		
17000000000000	17 trillion	17 000 Milliards	Ɔpepepempem 17		
42000000000000	42 trillion	42 000 Milliards	Ɔpepepempem 42		
17800000000000	17.8 trillion	17 800 Milliards	Ɔpepepempem 17.8		
42300000000000	42.3 trillion	42 300 Milliards	Ɔpepepempem 42.3		
178000000000000	178 trillion	178 000 Milliards	Ɔpepepempem 178		
423000000000000	423 trillion	423 000 Milliards	Ɔpepepempem 423		
178100000000000	178.1 trillion	178 100 Milliards	Ɔpepepempem 178.1		
423900000000000	423.9 trillion	423 900 Milliards	Ɔpepepempem 423.9		
"In English, one way to write out the four-digit amount $1,000 is ""$1K."" A way to write $1,500 is ""$1.5K"". Please provide translations of the following abbreviations, making sure also to use the correct currency symbol in your language. If your currency symbol comes before the number, place it before the number. If your currency symbol normally comes after the number, place it after the number. 
En anglais, une façon d’écrire le montant (à quatre chiffres) de 1000 dollars est « $1K ». Une façon d’écrire 1 500 dollars est « $1.5K ». Veuillez fournir les traductions de ces abréviations, en veillant à utiliser le symbole monétaire correct de votre langue. Si dans votre langue le symbole monétaire précède le nombre, placez-le avant. S’il vient après, placez-le après."					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	
$1,000	$1K	1 000 $	$1A	There are no nationality standardised abbreviations for this section. What is provided here may be the first of a kind as far as the entire Akan language is concerned:	
$7,000	$7K	7 000 $	$7A	Apem means thousand so we use the first letter to represent it.	
$1,500	$1.5K	1 500 $	$1.5A		
$7,200	$7.2K	7 200 $	$7.2A		
$10,000	$10K	10 000 $	$10A		
$99,000	$99K	99 000 $	$99A		
$10,500	$10.5K	10 500 $	$10.5A		
$99,100	$99.1K	99 100 $	$99.1A		
$134,000	$134K	134 000 $	$134A		
$274,000	$274K	134 000 $	$274A		
$134,700	$134.7K	134 700 $	$134.7A		
$274,900	$274.9K	274 900 $	$274.9A		
$1,000,000	$1M	1 000 000 $	$1Ɔ	Ɔpepem means million so we use the first letter to represent it.	
$7,000,000	$7M	7 000 000 $	$7Ɔ		
$1,100,000	$1.1M	1 100 000 $	$1.1Ɔ		
$8,700,000	$8.7M	8 700 000 $	$8.7Ɔ		
$11,000,000	$11M	11 000 000 $	$11Ɔ		
$85,000,000	$85M	85 000 000 $	$85Ɔ		
$11,500,000	$11.5M	11 500 000 $	$11.5Ɔ		
$85,400,000	$85.4M	85 400 000 $	$85.4Ɔ		
$134,000,000	$134M	134 000 000 $	$134Ɔ		
$867,000,000	$867M	867 000 000 $	$867Ɔ		
$134,700,000	$134.7M	134 700 000 $	$134.7Ɔ		
$867,200,000	$867.2M	867 200 000 $	$867.2Ɔ		
$1,000,000,000	$1B	1 Milliard de dollars	$1ƆP	In billions, we represent it with "ƆP" since the First "Ɔ" stands for millions.	
$7,000,000,000	$7B	7 Milliards de dollars	$7ƆP		
$1,200,000,000	$1.2B	1,2 Milliard de dollars	$1.2ƆP		
$7,500,000,000	$7.5B	7,5 Milliards de dollars	$7.5ƆP		
$11,000,000,000	$11B	11 Milliards de dollars	$11ƆP		
$81,000,000,000	$81B	581 Milliards de dollars	$81ƆP		
$11,200,000,000	$11.2B	11,2 Milliards de dollars	$11.2ƆP		
$81,400,000,000	$81.4B	81,4 Milliards de dollars	$81.4ƆP		
$134,000,000,000	$134B	134 Milliards de dollars	$134ƆP		
$912,000,000,000	$912B	912 Milliards de dollars	$912ƆP		
$134,700,000,000	$134.7B	134,7 Milliards de dollars	$134.7ƆP		
$912,900,000,000	$912.9B	912,9 Milliards de dollars	$912.9ƆP		
$1,000,000,000,000	$1T	Mille Milliads de dollars	$1ƆPP	With trillions, another "P" is added to "ƆP" to represent that.	
$9,000,000,000,000	$9T	9 Mille milliards de dollars	$9ƆPP		
$1,700,000,000,000	$1.7T	1,7 Mille milliards de dollars	$1.7ƆPP		
$9,300,000,000,000	$9.3T	9,3 Mille milliards de dollars	$9.3ƆPP		
$17,000,000,000,000	$17T	17 Mille milliards de dollars	$17ƆPP		
$93,000,000,000,000	$93T	93 Mille milliards de dollars	$93ƆPP		
$17,800,000,000,000	$17.8T	17,8 Mille milliards de dollars	$17.8ƆPP		
$93,500,000,000,000	$93.5T	93,5 Mille milliards de dollars	$93.5ƆPP		
$170,000,000,000,000	$170T	170 Mille milliards de dollars	$170ƆPP		
$170,900,000,000,000	$170.9T	170,9 Mille milliards de dollars	$170.9ƆPP		
$930,000,000,000,000	$930T	930 Mille milliards de dollars	$930ƆPP		
$930,400,000,000,000	$930.4T	930,4 Mille milliards de dollars	$930.4ƆPP		
"In English, the SHORTEST abbreviation of the four-digit number 1000 is 1K. The SHORTEST abbreviation of 1500 is 1.5K. Please provide the SHORTEST abbreviation in your language of the following numbers.
En anglais, l’abréviation LA PLUS COURTE du nombre à quatre chiffres 1000 est « 1K ». Celle de 1500 est « 1.5K ». Veuillez fournir l’abréviation la plus courte dans votre langue pour ces nombres."					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	Xpath (IGnore)
1,000	1K	Mille	1A	There are no nationality standardised abbreviations for this section. What is provided here may be the first of a kind as far as the entire Akan language is concerned:	//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000"][@count="one"]
7,000	7K	7 000	7A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000"][@count="one"]
1,500	1.5K	1 500	1.5A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000"][@count="other"]
7,200	7.2K	7 200	7.2A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000"][@count="other"]
"In English, the SHORTEST abbreviation of the five-digit number 10000 is 10K. The SHORTEST abbreviation of 10500 is 10.5K. Please provide the SHORTEST abbreviation in your language of the following numbers.
En anglais, l’abréviation LA PLUS COURTE du nombre à cinq chiffres 10000 est « 10K ». Celle de 10500 est « 10.5K ». Veuillez fournir l’abréviation la plus courte dans votre langue pour ces nombres :"					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	Xpath (IGnore)
10,000	10K	10 000	10A	There are no nationality standardised abbreviations for this section. What is provided here may be the first of a kind as far as the entire Akan language is concerned:	//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000"][@count="one"]
43,000	43K	43 000	43A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000"][@count="one"]
10,500	10.5K	10 500	10.5A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000"][@count="other"]
43,700	43.7K	43 700	43.7A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000"][@count="other"]
"In English, the SHORTEST abbreviation of the six-digit number 134000 is 134K. The SHORTEST abbreviation of 134700 is 134.7K. Please provide the SHORTEST abbreviation in your language of the following numbers.
En anglais, l’abréviation LA PLUS COURTE du nombre à six chiffres 134 000 est « 134K ». Celle de 134 700 est « 134.7K ». Veuillez fournir l’abréviation la plus courte dans votre langue pour ces nombres :"					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	Xpath (IGnore)
134,000	134K	134 000	134A	There are no nationality standardised abbreviations for this section. What is provided here may be the first of a kind as far as the entire Akan language is concerned:	//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000"][@count="one"]
278,000	278K	278 000	278A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000"][@count="one"]
134,700	134.7K	134 700	134.7A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000"][@count="other"]
278,100	278.1K	278 100	278.1A		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000"][@count="other"]
"In English, the abbreviation of the seven-digit number 1000000 is 1M. The abbreviation of 1100000 is 1.1M. Please provide the SHORTEST abbreviation in your language of the following numbers.
En anglais, l’abréviation du nombre à sept chiffres 1 000 000 est « 1M ». Celle de 1100000 est « 1.1M ». Veuillez fournir l’abréviation LA PLUS COURTE dans votre langue pour ces nombres :"					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	Xpath (IGnore)
1,000,000	1M	1 Million	1Ɔ	There are no nationality standardised abbreviations for this section. What is provided here may be the first of a kind as far as the entire Akan language is concerned:	//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000"][@count="one"]
5,000,000	5M	5 Millions	5Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000"][@count="one"]
1,100,000	1.1M	1,1 Million	1.1Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000"][@count="other"]
5,700,000	5.7M	5,7 Millions	5.7Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000"][@count="other"]
"In English, the SHORTEST abbreviation of the eight-digit number 11000000 is 11M. The SHORTEST abbreviation of 11500000 is 11.5M. Please provide the SHORTEST abbreviation in your language of the following numbers
En anglais, l’abréviation LA PLUS COURTE du nombre à huit chiffres 11 000 000 est « 11M ». Celle de 11 500 000 est « 11.5M ». Veuillez fournir l’abréviation LA PLUS COURTE dans votre langue pour ces nombres."					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	Xpath (IGnore)
11,000,000	11M	11 Millions	11Ɔ	There are no nationality standardised abbreviations for this section. What is provided here may be the first of a kind as far as the entire Akan language is concerned:	//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000"][@count="one"]
57,000,000	57M	57 Millions	57Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000"][@count="one"]
11,500,000	11.5M	11,5 Millions	11.5Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000"][@count="other"]
57,700,000	57.7M	57,7 Millions	57.7Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000"][@count="other"]
"In English, the SHORTEST abbreviation of the nine-digit number 134000000 is 134M. The SHORTEST abbreviation of 134700000 is 134.7M. Please provide the SHORTEST abbreviation in your language of the following numbers
En anglais, l’abréviation LA PLUS COURTE du nombre à neuf chiffres 134 000 000 est « 134M ». Celle de 134 700 000 est « 134.7M ». Veuillez fournir l’abréviation LA PLUS COURTE dans votre langue des nombres suivants :"					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	Xpath (IGnore)
134,000,000	134M	134 Millions	134Ɔ	There are no nationality standardised abbreviations for this section. What is provided here may be the first of a kind as far as the entire Akan language is concerned:	//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000"][@count="one"]
317,000,000	317M	317 Millions	317Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000"][@count="one"]
134,700,000	134.7M	134,7 Millions	134.7Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000"][@count="other"]
317,900,000	317.9M	317,9 Millions	317.9Ɔ		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000"][@count="other"]
"Now that you see the pattern, lease provide the SHORTEST abbreviation in your language of the following numbers.
Maintenant que vous voyez le modèle, veuillez fournir l’abréviation LA PLUS COURTE dans votre langue, des nombres suivants :"					
Full Number	English Abbreviation	French Abbreviation	Abbreviation in YOUR Language	Translator Notes/Comments	Xpath (IGnore)
1,000,000,000	1B	1 Milliard	1ƆP	There are no nationality standardised abbreviations for this section. What is provided here may be the first of a kind as far as the entire Akan language is concerned:	//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000"][@count="one"]
4,000,000,000	4B	4 Milliards	4ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000"][@count="one"]
1,200,000,000	1.2B	1,2 Milliard	1.2ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000"][@count="other"]
4,700,000,000	4.7B	4,7 Milliards	4.7ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000"][@count="other"]
11,000,000,000	11B	11 Milliards	11ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000"][@count="one"]
39,000,000,000	39B	39 Milliards	39ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000"][@count="one"]
11,200,000,000	11.2B	11,2 Milliards	11.2ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000"][@count="other"]
39,900,000,000	39.9B	39,9 Milliards	39.9ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000"][@count="other"]
134,000,000,000	134B	134 Milliards	134ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000"][@count="one"]
623,000,000,000	623B	623 Milliards	623ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000"][@count="one"]
134,700,000,000	134.7B	134,7 Milliards	134.7ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000"][@count="other"]
623,500,000,000	623.5B	623,5 Milliards	623.5ƆP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000"][@count="other"]
1,000,000,000,000	1T	Mille milliards	1ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000000"][@count="one"]
4,000,000,000,000	4T	4 Mille milliards	4ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000000"][@count="one"]
1,700,000,000,000	1.7T	1,7 Mille milliards	1.7ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000000"][@count="other"]
4,200,000,000,000	4.2T	4,2 Mille milliards	4.2ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="1000000000000"][@count="other"]
17,000,000,000,000	17T	17 Mille milliards	17ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000000"][@count="one"]
42,000,000,000,000	42T	42 Mille milliards	42ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000000"][@count="one"]
17,800,000,000,000	17.8T	17,8 Mille milliards	17.8ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000000"][@count="other"]
42,300,000,000,000	42.3T	42,3 Mille milliards	42.3ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="10000000000000"][@count="other"]
170,000,000,000,000	170T	170 Mille milliards	170ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000000"][@count="one"]
420,000,000,000,000	420T	420 Mille milliards	420ƆPP		//ldml/numbers/decimalFormats[@numberSystem="latn"]/decimalFormatLength[@type="short"]/decimalFormat[@type="standard"]/pattern[@type="100000000000000"][@count="one"]
